aspect_ratio,background_pixels,door_objects,door_pixels,height,id,image_present,pixels,room_objects,room_pixels,svg_present,wall_objects,wall_pixels,width,window_objects,window_pixels
0.7695560253699789,1621405,10,13292,1892,high_quality_architectural/449,True,2754752,11,954790,True,21,133569,1456,9,31696
0.7918781725888325,1228010,11,12354,1773,high_quality_architectural/8714,True,2489292,13,1066947,True,32,146189,1404,7,35792
2.175872093023256,501338,4,4254,688,high_quality_architectural/5658,True,1029936,5,442340,True,15,61132,1497,7,20872
0.9549071618037135,512957,6,7169,1131,high_quality_architectural/2015,True,1221480,6,591553,True,19,93708,1080,3,16093
1.4577553593947037,1858464,16,32021,1586,high_quality_architectural/8650,True,3666832,15,1512594,True,31,207012,2312,13,56741
1.5065028901734103,1798517,7,9244,1384,high_quality_architectural/1455,True,2885640,7,900481,True,28,141462,2085,8,35936
0.868935097668557,1023173,10,16642,1587,high_quality_architectural/5628,True,2188473,9,992207,True,27,109558,1379,16,46893
1.479825517993457,456390,12,15608,917,high_quality_architectural/7595,True,1244369,9,596111,True,16,153454,1357,2,22806
0.8419711129991504,460428,9,11313,1177,high_quality_architectural/816,True,1166407,8,589226,True,19,91378,991,5,14062
1.593984962406015,800203,16,25471,1330,high_quality_architectural/7072,True,2819600,14,1712768,True,47,216624,2120,12,64534
1.705919003115265,3511807,6,10298,1605,high_quality_architectural/8096,True,4394490,8,742493,True,21,100077,2738,16,29815
1.355593607305936,2357064,15,25800,1752,high_quality_architectural/9946,True,4161000,16,1572249,True,31,171474,2375,12,34413
1.3532145623547638,589291,13,25889,1291,high_quality_architectural/7885,True,2255377,14,1429270,True,25,178973,1747,7,31954
0.957619477006312,569473,5,8583,1109,high_quality_architectural/8121,True,1177758,6,481617,True,19,94835,1062,4,23250
1.3142650253439536,662466,22,32503,1381,high_quality_architectural/8422,True,2506515,22,1523374,True,46,246147,1815,9,42025
0.3814489571899012,651105,7,12063,1822,high_quality_architectural/935,True,1266290,8,503961,True,20,79919,695,4,19242
0.9958141481791545,2390820,19,31982,2389,high_quality_architectural/2108,True,5683431,20,2908102,True,46,291350,2379,21,61177
0.5310537334263782,264394,7,9546,1433,high_quality_architectural/7748,True,1090513,8,661402,True,25,117585,761,7,37586
1.2413793103448276,10050602,19,60858,3335,high_quality_architectural/6100,True,13806900,22,3043318,True,47,553678,4140,16,98444
2.0473653049141505,3955869,14,31051,1689,high_quality_architectural/8685,True,5840562,13,1490757,True,41,272300,3458,20,90585
0.8651515151515151,2039725,13,14905,1980,high_quality_architectural/4808,True,3391740,14,1084957,True,35,211271,1713,9,40882
0.7226753670473083,609184,4,5654,1226,high_quality_architectural/8184,True,1086236,5,396813,True,17,66296,886,2,8289
1.3826998689384011,1427131,17,28913,1526,high_quality_architectural/8368,True,3219860,17,1464395,True,33,225889,2110,16,73532
1.6460807600950118,478425,7,11729,842,high_quality_architectural/1834,True,1167012,9,535488,True,22,111428,1386,5,29942
1.0830629461388708,1319579,9,15882,1541,high_quality_architectural/6588,True,2571929,12,1067139,True,22,139417,1669,5,29912
1.3593073593073592,1275476,15,18669,1386,high_quality_architectural/451,True,2611224,15,1140482,True,27,147017,1884,8,29580
0.6281179138321995,568257,5,8159,1323,high_quality_architectural/2142,True,1099413,5,435483,True,13,74368,831,2,13146
1.5187007874015748,744412,7,6735,1016,high_quality_architectural/4509,True,1567688,7,704116,True,17,90978,1543,4,21447
1.6485280999107939,1009776,12,13697,1121,high_quality_architectural/8212,True,2071608,11,865498,True,22,143179,1848,14,39458
0.626454615981381,2354112,14,25314,2578,high_quality_architectural/1199,True,4163470,14,1518320,True,25,218132,1615,11,47592
0.5342560553633218,489317,4,5783,1445,high_quality_architectural/959,True,1115540,5,504619,True,24,98147,772,5,17674
1.5014786649767637,5536944,26,50871,2367,high_quality_architectural/102,True,8412318,22,2381540,True,54,283912,3554,39,159051
1.2264437689969605,856063,14,14130,1316,high_quality_architectural/784,True,2124024,16,1125060,True,22,110304,1614,5,18467
1.040983606557377,3872043,8,12076,2318,high_quality_architectural/763,True,5593334,13,1440774,True,45,212325,2413,18,56116
1.4965034965034965,529605,7,10042,858,high_quality_architectural/3937,True,1101672,6,469910,True,12,79311,1284,6,12804
1.6141141141141142,1256654,15,24866,1332,high_quality_architectural/9229,True,2863800,13,1295944,True,32,221542,2150,20,64794
2.546692607003891,1574319,7,8281,1028,high_quality_architectural/3941,True,2691304,8,944456,True,40,138810,2618,13,25438
1.5955473098330242,1866184,17,28156,1617,high_quality_architectural/898,True,4171860,18,1986681,True,44,222345,2580,28,68494
0.9153661464585834,1046149,15,19158,1666,high_quality_architectural/3718,True,2540650,16,1252008,True,30,176806,1525,11,46529
1.6930379746835442,806579,5,7829,948,high_quality_architectural/9705,True,1521540,6,603376,True,17,87558,1605,4,16198
1.3968023255813953,1692735,8,9456,1376,high_quality_architectural/5785,True,2644672,8,826032,True,26,100634,1922,11,15815
1.5622222222222222,919625,18,38760,1350,high_quality_architectural/1860,True,2847150,19,1603630,True,43,229431,2109,19,55704
1.1228226887003125,4412961,4,11616,2239,high_quality_architectural/6626,True,5628846,4,989015,True,31,175225,2514,15,40029
3.74555659494855,1751879,14,24781,1069,high_quality_architectural/9285,True,4280276,21,2004558,True,74,450811,4004,18,48247
1.0034129692832765,391164,1,1634,879,high_quality_architectural/8091,True,775278,4,297755,True,30,65349,882,7,19376
1.3912213740458015,2206307,11,16487,1572,high_quality_architectural/5083,True,3437964,14,996292,True,31,181013,2187,14,37865
0.7105069801616458,673957,6,8947,1361,high_quality_architectural/8246,True,1316087,4,536942,True,14,78006,967,4,18235
1.7789095266626722,16044437,30,56907,3338,high_quality_architectural/6122,True,19821044,29,3128527,True,87,405565,5938,43,185608
0.6951111111111111,1225098,16,25098,2250,high_quality_architectural/8155,True,3519000,18,1986631,True,37,239078,1564,18,43095
1.9949931725079655,6286127,25,47810,2197,high_quality_architectural/3202,True,9629451,25,2698920,True,86,504624,4383,28,91970
1.7783251231527093,2051948,13,20612,1421,high_quality_architectural/8734,True,3590867,12,1346846,True,21,139078,2527,12,32383
0.7386483632523759,1635716,7,7920,1894,high_quality_architectural/6445,True,2649706,10,850089,True,34,115293,1399,12,40688
1.967241379310345,3141026,21,32304,1740,high_quality_architectural/9722,True,5956020,28,2300587,True,67,396586,3423,30,85517
0.7464887640449438,657479,11,15450,1424,high_quality_architectural/9275,True,1513712,13,711473,True,25,100242,1063,6,29068
0.6739583333333333,1306265,13,13889,1920,high_quality_architectural/1160,True,2484480,14,1031494,True,24,111750,1294,7,21082
1.2027334851936218,409577,7,9332,878,high_quality_architectural/9678,True,927168,6,416036,True,18,75328,1056,4,16895
1.102281089036056,845874,12,14752,1359,high_quality_architectural/336,True,2035782,11,998025,True,26,150491,1498,14,26640
1.6362505184570717,7339174,21,35092,2411,high_quality_architectural/8577,True,9511395,20,1780297,True,55,290754,3945,17,66078
1.4142427281845538,4155137,18,25384,1994,high_quality_architectural/559,True,5623080,19,1198595,True,41,212922,2820,12,31042
1.2819905213270142,430132,3,5883,844,high_quality_architectural/3778,True,913208,5,391666,True,16,69291,1082,2,16236
0.4495080269290523,945886,8,10158,1931,high_quality_architectural/5788,True,1676108,9,598000,True,22,99899,868,7,22165
0.7904721753794266,1627863,17,23681,2372,high_quality_architectural/3971,True,4447500,22,2390698,True,52,311049,1875,24,94209
1.1154518950437318,2145155,12,26875,1715,high_quality_architectural/9327,True,3280795,12,916649,True,21,159094,1913,9,33022
1.2804232804232805,1865179,12,16744,1512,high_quality_architectural/5677,True,2927232,13,850888,True,28,150315,1936,13,44106
0.9096119929453262,2660205,20,34041,2268,high_quality_architectural/9099,True,4678884,24,1701615,True,39,235611,2063,8,47412
1.3239601640304628,2163336,19,25782,1707,high_quality_architectural/1321,True,3857820,19,1421255,True,34,194178,2260,14,53269
0.7218259629101283,510424,5,6815,1402,high_quality_architectural/7668,True,1418824,5,771285,True,13,106595,1012,8,23705
0.7185998627316403,609382,9,11881,1457,high_quality_architectural/1694,True,1525479,10,759251,True,22,107854,1047,8,37111
1.4151670951156812,1742107,15,30496,1556,high_quality_architectural/9626,True,3426312,17,1398241,True,25,210130,2202,13,45338
1.3146067415730338,1435755,9,11853,1246,high_quality_architectural/4831,True,2040948,9,515030,True,20,63860,1638,5,14450
1.4147204529370134,1243032,17,25386,1413,high_quality_architectural/2000,True,2824587,15,1345846,True,24,164535,1999,16,45788
2.6933479532163744,15372802,44,88569,2736,high_quality_architectural/5722,True,20161584,36,3893694,True,72,682539,7369,29,123980
0.7561683599419449,576683,7,8699,1378,high_quality_architectural/1581,True,1435876,7,719417,True,23,113583,1042,10,17494
1.4844679444811633,1692160,18,35780,1513,high_quality_architectural/9620,True,3398198,16,1442640,True,34,175455,2246,16,52163
0.631981981981982,1298585,12,17314,2220,high_quality_architectural/4695,True,3114660,14,1484974,True,43,270664,1403,16,43123
1.9412597310686484,2054657,16,29206,1413,high_quality_architectural/9650,True,3875859,17,1501809,True,30,206525,2743,24,83662
1.4979591836734694,273185,7,10321,735,high_quality_architectural/3124,True,809235,8,434659,True,21,77502,1101,3,13568
1.883879781420765,274620,8,5751,732,high_quality_architectural/6220,True,1009428,6,638990,True,18,76692,1379,4,13375
0.8798856053384175,327041,6,8733,1049,high_quality_architectural/6349,True,968227,6,483068,True,25,125096,923,5,24289
0.7481751824817519,93635,4,2591,822,high_quality_architectural/530,True,505530,4,352331,True,11,51652,615,2,5321
0.5131698455949137,307206,3,4845,1101,high_quality_architectural/1316,True,622065,6,244370,True,13,53648,565,2,11996
0.6444855206407887,800180,9,12135,1623,high_quality_architectural/8258,True,1697658,10,752432,True,21,101925,1046,6,30986
2.036997885835095,995970,6,8305,946,high_quality_architectural/8424,True,1822942,6,670708,True,14,127423,1927,3,20536
1.4908869987849331,349450,5,7034,823,high_quality_architectural/1933,True,1009821,5,535721,True,11,87350,1227,5,30266
1.3131923464249748,599982,9,12909,993,high_quality_architectural/9460,True,1294872,9,557275,True,20,98102,1304,9,26604
2.3083397092578424,1503836,23,36526,1307,high_quality_architectural/3061,True,3943219,24,2008599,True,49,337109,3017,15,57149
2.5644268774703556,2136669,10,21081,1265,high_quality_architectural/7560,True,4103660,14,1584106,True,34,212926,3244,23,148878
1.3473473473473474,2455610,16,28885,1998,high_quality_architectural/1185,True,5378616,21,2380858,True,51,469867,2692,11,43396
0.9434108527131783,1018332,3,7897,1290,high_quality_architectural/2030,True,1569930,5,454022,True,11,74555,1217,2,15124
1.0,1803930,17,32324,1977,high_quality_architectural/1397,True,3908529,9,1764646,True,23,221817,1977,24,85812
0.9731494920174165,750894,12,8802,1378,high_quality_architectural/9786,True,1847898,14,943333,True,43,124926,1341,7,19943
1.6518264840182648,677965,3,4564,876,high_quality_architectural/7050,True,1267572,8,506105,True,19,54905,1447,3,24033
1.5592264302981467,1298292,9,14416,1241,high_quality_architectural/848,True,2401335,11,902370,True,17,149792,1935,9,36465
1.8071942446043165,204443,6,7261,695,high_quality_architectural/7835,True,872920,6,534749,True,16,106467,1256,3,20000
1.551440329218107,1202265,13,24201,1458,high_quality_architectural/954,True,3297996,16,1784759,True,51,215438,2262,28,71333
1.5141800246609125,385584,3,18336,811,high_quality_architectural/9138,True,995908,2,503253,True,5,81055,1228,2,7680
0.655103668261563,2278422,13,24045,2508,high_quality_architectural/9465,True,4120644,16,1581806,True,25,181060,1643,14,55311
1.6494845360824741,713002,6,7827,970,high_quality_architectural/6266,True,1552000,7,668985,True,24,134717,1600,4,27469
1.311915159076731,1951908,10,18897,1603,high_quality_architectural/8416,True,3371109,10,1204980,True,26,152266,2103,18,43058
0.8600985221674877,289930,6,7925,1015,high_quality_architectural/6665,True,886095,6,475791,True,23,87314,873,8,25135
1.5223260643821392,2964862,24,41007,1926,high_quality_architectural/2079,True,5647032,34,2179181,True,43,393654,2932,16,68328
1.456047197640118,2482913,14,25544,1695,high_quality_architectural/3916,True,4183260,16,1333150,True,38,278485,2468,19,63168
1.020979020979021,1141680,7,8634,1430,high_quality_architectural/1030,True,2087800,7,809229,True,23,96071,1460,5,32186
0.8262096774193548,3492362,20,32020,2480,high_quality_architectural/9097,True,5081520,20,1300351,True,38,212244,2049,8,44543
0.6471215351812367,215102,5,6449,938,high_quality_architectural/6672,True,569366,5,294987,True,10,46444,607,2,6384
2.3130544993662863,3247314,19,28415,1578,high_quality_architectural/769,True,5759700,19,2138660,True,70,271505,3650,35,73806
1.505827505827506,319971,12,12547,858,high_quality_architectural/851,True,1108536,9,636894,True,26,110852,1292,5,28272
1.5017964071856287,453455,6,5481,835,high_quality_architectural/1169,True,1047090,5,494428,True,10,63682,1254,3,30044
0.8263229308005428,1374422,4,6649,1474,high_quality_architectural/748,True,1795332,5,344092,True,13,59179,1218,2,10990
1.2356948228882834,443523,3,2652,734,high_quality_architectural/534,True,665738,3,173448,True,18,39395,907,13,6720
1.91,884499,10,14321,1000,high_quality_architectural/8139,True,1910000,10,835306,True,29,140192,1910,5,35682
1.6355828220858897,401701,10,10742,815,high_quality_architectural/1491,True,1086395,10,521488,True,27,115280,1333,3,37184
1.4441151566469095,3290447,23,44388,2362,high_quality_architectural/3604,True,8056782,30,4288119,True,68,414581,3411,5,19247
1.5170556552962298,1021386,11,15338,1114,high_quality_architectural/9945,True,1882660,9,741343,True,19,90390,1690,5,14203
0.8538851351351351,617884,10,9227,1184,high_quality_architectural/6030,True,1197024,8,491479,True,18,62690,1011,7,15744
0.653250773993808,1244189,10,19184,1938,high_quality_architectural/1700,True,2453508,13,997694,True,25,143692,1266,9,48749
0.9477699530516432,1231242,10,12469,1704,high_quality_architectural/8752,True,2751960,12,1307609,True,25,163299,1615,6,37341
1.8511730205278591,1527624,16,37600,1364,high_quality_architectural/78,True,3444100,17,1570469,True,44,247668,2525,20,60739
1.2824858757062148,427043,6,6400,885,high_quality_architectural/9027,True,1004475,6,490049,True,14,70158,1135,3,10825
1.148936170212766,2400725,17,30540,1974,high_quality_architectural/7802,True,4477032,16,1772868,True,40,220613,2268,17,52286
0.5605849582172702,537175,5,9164,1436,high_quality_architectural/8809,True,1155980,6,507694,True,10,82737,805,5,19210
1.2097680955727337,6865152,21,33248,2846,high_quality_architectural/3883,True,9798778,22,2549663,True,53,266589,3443,32,84126
1.4505813953488371,731973,6,9214,1032,high_quality_architectural/9557,True,1544904,5,657911,True,14,129888,1497,3,15918
0.48093385214007783,2187042,10,20429,2570,high_quality_architectural/8741,True,3176520,11,762848,True,20,162911,1236,7,43290
1.0264375413086584,1238262,12,17801,1513,high_quality_architectural/8100,True,2349689,13,919911,True,19,135854,1553,11,37861
0.6790663749088257,574161,9,11705,1371,high_quality_architectural/4790,True,1276401,10,572376,True,15,99703,931,4,18456
1.0350665054413544,283445,5,5365,827,high_quality_architectural/9633,True,707912,4,351277,True,26,50871,856,13,16954
1.4411974340698503,1310832,17,27366,1403,high_quality_architectural/1207,True,2836866,17,1295289,True,41,154767,2022,19,48612
1.3302023121387283,1156538,11,15742,1384,high_quality_architectural/1579,True,2547944,13,1182482,True,22,160773,1841,11,32409
0.7072477498815727,2485481,5,9328,2111,high_quality_architectural/7532,True,3151723,6,540251,True,19,90779,1493,4,25884
0.7341269841269841,464726,9,13509,1260,high_quality_architectural/4906,True,1165500,8,564860,True,18,98963,925,5,23442
0.9335373852208133,3435010,17,25241,2287,high_quality_architectural/1457,True,4882745,16,1128221,True,56,236895,2135,26,57378
0.6986394557823129,627265,10,14214,1470,high_quality_architectural/2055,True,1509690,13,743201,True,20,105947,1027,5,19063
1.4143041237113403,1850599,14,27612,1552,high_quality_architectural/5887,True,3406640,15,1321705,True,32,173867,2195,7,32857
0.8808068459657702,1182046,11,12351,1636,high_quality_architectural/2144,True,2357476,13,989843,True,29,145395,1441,14,27841
0.5840255591054313,454245,8,16009,1565,high_quality_architectural/1763,True,1430410,8,798220,True,13,130325,914,4,31611
0.7068741893644618,3098023,9,7981,2313,high_quality_architectural/3118,True,3781755,11,566935,True,26,90566,1635,4,18250
1.4446280991735536,1088432,10,12470,1210,high_quality_architectural/9262,True,2115080,11,851515,True,23,120711,1748,15,41952
1.6420529801324504,9750324,40,78857,3020,high_quality_architectural/1725,True,14976180,35,4403629,True,66,634034,4959,17,109336
0.7551622418879056,370254,4,5468,1017,high_quality_architectural/7805,True,781056,4,343051,True,11,56849,768,2,5434
1.4140040788579198,1974201,11,14717,1471,high_quality_architectural/4064,True,3059680,13,956297,True,19,98481,2080,8,15984
1.7275822928490352,651270,5,7336,881,high_quality_architectural/1426,True,1340882,6,577427,True,17,90269,1522,3,14580
0.994343891402715,1755542,15,19830,1768,high_quality_architectural/5915,True,3108144,15,1106432,True,35,177002,1758,15,49338
1.6951501154734412,595359,6,6068,866,high_quality_architectural/5061,True,1271288,6,542622,True,22,103924,1468,8,23315
2.343338213762811,2303557,13,20828,1366,high_quality_architectural/6062,True,4372566,14,1724232,True,30,265468,3201,13,58481
0.6692073170731707,480812,7,10128,1312,high_quality_architectural/8803,True,1151936,9,536338,True,20,101206,878,8,23452
1.5806451612903225,784128,4,3854,899,high_quality_architectural/6334,True,1277479,5,402496,True,10,72949,1421,3,14052
0.7351190476190477,623458,9,11370,1344,high_quality_architectural/6300,True,1327872,8,590686,True,14,85581,988,4,16777
0.77177368086459,915506,8,18528,1573,high_quality_architectural/4821,True,1909622,9,793393,True,20,155601,1214,4,26594
1.2549148099606815,1500493,12,17257,1526,high_quality_architectural/8569,True,2922290,14,1226187,True,29,145713,1915,18,32640
1.0234644582470669,927682,11,17885,1449,high_quality_architectural/5793,True,2148867,13,950150,True,32,222610,1483,12,30540
0.6303288672350792,782173,11,15164,1642,high_quality_architectural/6368,True,1699470,10,765292,True,21,114851,1035,5,21990
1.4734848484848484,1305473,16,19573,1320,high_quality_architectural/3649,True,2567400,14,1048739,True,31,153749,1945,7,39866
0.6386986301369864,952550,11,14446,1752,high_quality_architectural/3204,True,1960488,13,849147,True,32,121721,1119,8,22624
1.3045977011494252,3336337,18,30586,2088,high_quality_architectural/1014,True,5687712,17,2024438,True,41,223184,2724,16,73167
1.451836451836452,1489716,14,21364,1443,high_quality_architectural/82,True,3023085,17,1232245,True,42,234615,2095,12,45145
1.3407340280924331,3475476,16,35407,2207,high_quality_architectural/253,True,6530513,18,2612359,True,33,294102,2959,17,113169
1.9035369774919615,7470913,21,41968,2488,high_quality_architectural/8242,True,11783168,19,3673307,True,51,495502,4736,23,101478
2.641145139813582,3458391,17,43415,1502,high_quality_architectural/8591,True,5958434,19,1971544,True,39,375580,3967,19,109504
1.296931877275091,2692403,17,26895,1923,high_quality_architectural/4897,True,4795962,19,1790675,True,42,223045,2494,24,62944
1.7805456702253855,495991,6,9354,843,high_quality_architectural/3115,True,1265343,6,610196,True,21,108957,1501,6,40845
2.424892703862661,3315410,29,47878,1631,high_quality_architectural/1197,True,6450605,27,2605938,True,68,376764,3955,21,104615
1.2616591002888982,4042726,21,35686,2423,high_quality_architectural/8066,True,7407111,20,2926706,True,51,343167,3057,27,58826
1.2245388933440258,1211163,6,8349,1247,high_quality_architectural/3867,True,1904169,7,565830,True,11,93926,1527,6,24901
1.6277974087161367,437029,7,7964,849,high_quality_architectural/9521,True,1173318,7,595777,True,19,103134,1382,6,29414
0.6785354383607659,3897901,16,21721,2977,high_quality_architectural/3039,True,6013540,17,1843871,True,29,204632,2020,15,45415
1.45685618729097,1545705,11,17278,1495,high_quality_architectural/5062,True,3256110,10,1469227,True,41,174857,2178,17,49043
0.955837870538415,1499224,10,18787,1653,high_quality_architectural/5159,True,2611740,11,904817,True,28,161474,1580,10,27438
0.8609137055837564,424211,1,1470,985,high_quality_architectural/5505,True,835280,1,368962,True,21,32321,848,4,8316
1.878082191780822,1636582,20,41622,1460,high_quality_architectural/2183,True,4003320,19,1926287,True,48,300048,2742,25,98781
0.9646090534979423,561812,7,8836,1215,high_quality_architectural/4955,True,1423980,6,718255,True,16,112869,1172,6,22208
0.9105984138428262,1082909,7,11291,1387,high_quality_architectural/4903,True,1751781,8,546981,True,22,75630,1263,7,34970
0.36562707365627073,396987,6,9669,1507,high_quality_architectural/498,True,830357,9,345320,True,12,66978,551,5,11403
1.8141891891891893,656566,8,10550,888,high_quality_architectural/93,True,1430568,6,625594,True,16,101944,1611,4,35914
2.6312796208530806,1259398,27,29422,1055,high_quality_architectural/6275,True,2928680,28,1366889,True,71,250010,2776,13,22961
0.7722419928825622,185919,5,5265,1124,high_quality_architectural/5715,True,975632,7,663255,True,21,94627,868,5,26566
0.45408163265306123,346272,6,5959,1372,high_quality_architectural/9805,True,854756,8,411034,True,21,78812,623,4,12679
1.5835240274599542,366577,7,8750,874,high_quality_architectural/8129,True,1209616,7,719295,True,22,96920,1384,4,18074
1.5194401244167963,1137665,10,12370,1286,high_quality_architectural/986,True,2512844,12,1188358,True,20,147397,1954,6,27054
0.6300287356321839,315072,9,12445,1392,high_quality_architectural/5530,True,1220784,12,775924,True,18,92467,877,4,24876
1.1216407355021216,1316924,8,10547,1414,high_quality_architectural/381,True,2242604,11,809010,True,17,92299,1586,4,13824
1.429197080291971,178781,4,19776,685,high_quality_architectural/233,True,670615,2,403992,True,5,56738,979,4,11328
0.7802197802197802,102310,5,4359,910,high_quality_architectural/8609,True,646100,7,462224,True,14,59672,710,2,17535
0.5802023121387283,486604,10,11426,1384,high_quality_architectural/616,True,1111352,10,514902,True,19,82558,803,3,15862
1.5599541021227767,2252816,18,32389,1743,high_quality_architectural/6692,True,4739217,19,2058525,True,40,348993,2719,20,46494
0.6046658259773013,633278,10,10288,1586,high_quality_architectural/710,True,1520974,9,763432,True,18,102030,959,6,11946
2.21218487394958,2027811,17,27933,1428,high_quality_architectural/8237,True,4511052,16,2104837,True,36,288710,3159,20,61761
0.479801559177888,451012,4,7028,1411,high_quality_architectural/4866,True,955247,6,412932,True,21,72550,677,3,11725
0.707683419988446,1169351,9,11284,1731,high_quality_architectural/8687,True,2120475,10,800401,True,18,114356,1225,6,25083
0.5439074200136147,564962,8,10192,1469,high_quality_architectural/956,True,1173731,7,492224,True,23,85201,799,5,21152
0.8026208026208026,2007968,22,27134,2442,high_quality_architectural/5791,True,4786320,24,2456495,True,67,254279,1960,11,40444
1.1676190476190476,654167,6,7686,1050,high_quality_architectural/1888,True,1287300,6,534441,True,13,78478,1226,3,12528
1.5680212014134276,1022480,12,12147,1132,high_quality_architectural/4879,True,2009300,14,805238,True,47,134403,1775,15,35032
1.452762340634194,10605346,26,61286,3059,high_quality_architectural/1143,True,13594196,20,2441405,True,62,367445,4444,30,118714
0.8724155320221886,2303217,8,25494,1983,high_quality_architectural/9504,True,3430590,7,900649,True,41,181429,1730,8,19801
0.8255578093306288,2117265,12,14844,1972,high_quality_architectural/6076,True,3210416,12,906017,True,25,136796,1628,7,35494
1.1136724960254372,1008869,6,10820,1258,high_quality_architectural/8745,True,1762458,6,585266,True,17,116703,1401,6,40800
1.374020156774916,421087,7,9138,893,high_quality_architectural/5885,True,1095711,9,552095,True,22,90752,1227,4,22639
1.428436018957346,599735,8,16427,1055,high_quality_architectural/13,True,1589885,10,792743,True,18,127045,1507,6,53935
1.2242943548387097,2901367,13,18170,1984,high_quality_architectural/1787,True,4819136,17,1641348,True,37,211347,2429,12,46904
1.13944817300522,1002928,9,18300,1341,high_quality_architectural/2588,True,2049048,7,852075,True,15,137703,1528,7,38042
2.780722891566265,2817396,15,24137,1245,high_quality_architectural/9651,True,4310190,16,1226756,True,24,197150,3462,11,44751
1.0281910728269381,686721,9,11689,1277,high_quality_architectural/9748,True,1676701,10,801700,True,28,150085,1313,7,26506
0.47128129602356406,311165,4,7611,1358,high_quality_architectural/6352,True,869120,5,419914,True,14,108735,640,5,21695
1.449643947100712,654192,7,12151,983,high_quality_architectural/1843,True,1400775,9,583370,True,23,120963,1425,5,30099
0.7933884297520661,423987,4,2616,847,high_quality_architectural/3637,True,569184,5,116407,True,22,21766,672,5,4408
0.7020169160702667,712722,9,15074,1537,high_quality_architectural/908,True,1658423,10,786197,True,20,123882,1079,6,20548
0.7638617090671885,941940,9,14704,1533,high_quality_architectural/7624,True,1795143,11,679274,True,24,130199,1171,6,29026
1.276615969581749,726223,6,8290,1052,high_quality_architectural/3844,True,1412836,6,544025,True,18,108125,1343,6,26173
0.6992700729927007,75168,6,4724,685,high_quality_architectural/6541,True,328115,5,196572,True,13,42851,479,2,8800
1.489835430784124,894315,11,11422,1033,high_quality_architectural/4782,True,1589787,11,532053,True,21,129309,1539,3,22688
1.6203807390817468,492304,8,8085,893,high_quality_architectural/9993,True,1292171,8,683801,True,23,87914,1447,4,20067
2.2632743362831858,1067998,7,10255,904,high_quality_architectural/9763,True,1849584,6,645363,True,20,109401,2046,5,16567
